seas_id,season,player_id,player,pos,age,experience,lg,tm,games,mp,fg_percent,avg_dist_fga,2p_fga_percent,3p_fga_percent,2p_fg_percent,3p_fg_percent
21606,2009,3655,Andrea Barg0ni,PF,23,3,NBA,TOR,78,2453,0.45,15.1,0.696,0.304,0.468,0.409
21607,2009,3298,Andrei Kirilenko,PF,27,8,NBA,UTA,67,1831,0.449,10.3,0.872,0.128,0.475,0.274
21608,2009,3501,Andrés Nocioni,PF-SF,29,5,NBA,TOT,76,1991,0.427,15.8,0.556,0.444,0.449,0.399
21609,2009,3501,Andrés Nocioni,PF,29,5,NBA,CHI,53,1278,0.414,16.2,0.535,0.465,0.446,0.378
21610,2009,3501,Andrés Nocioni,SF,29,5,NBA,SAC,23,713,0.448,14.9,0.595,0.405,0.453,0.441
21611,2009,3573,Andrew Bogut,C,24,4,NBA,MIL,36,1124,0.577,3.5,1,0,0.577,0
21612,2009,3574,Andrew Bynum,C,21,4,NBA,LAL,50,1446,0.56,4.2,1,0,0.56,0
21613,2009,3502,Andris Biedriņš,C,22,5,NBA,GSW,62,1863,0.578,2,0.998,0.002,0.579,0
21614,2009,3104,Antawn Jamison,PF,32,11,NBA,WAS,81,3096,0.468,11.9,0.779,0.221,0.501,0.351
21615,2009,3172,Anthony Carter,PG,33,10,NBA,DEN,78,1787,0.433,14.6,0.772,0.228,0.49,0.239
21616,2009,3037,Anthony Johnson,PG,34,12,NBA,ORL,80,1481,0.404,15.9,0.651,0.349,0.411,0.391
21617,2009,3796,Anthony Morrow,SG,23,1,NBA,GSW,67,1515,0.478,17.3,0.655,0.345,0.483,0.467
21618,2009,3038,Anthony Parker,SG,33,6,NBA,TOR,80,2637,0.426,16.6,0.68,0.32,0.442,0.39
21619,2009,3797,Anthony Randolph,PF,19,1,NBA,GSW,63,1129,0.462,8.1,0.991,0.009,0.466,0
21620,2009,3576,Anthony Roberson,PG,25,3,NBA,TOT,29,276,0.367,20.8,0.325,0.675,0.462,0.321
21621,2009,3576,Anthony Roberson,PG,25,3,NBA,NYK,23,253,0.379,21.2,0.311,0.689,0.469,0.338
21622,2009,3576,Anthony Roberson,PG,25,3,NBA,CHI,6,23,0.294,18.4,0.412,0.588,0.429,0.2
21623,2009,3798,Anthony Tolliver,PF,23,1,NBA,SAS,19,208,0.292,19.6,0.369,0.631,0.417,0.22
21624,2009,3577,Antoine Wright,SF,24,4,NBA,DAL,65,1552,0.415,12.8,0.654,0.346,0.475,0.302
21625,2009,3039,Antonio Daniels,PG,33,12,NBA,TOT,74,1021,0.419,13.1,0.746,0.254,0.438,0.367
21626,2009,3039,Antonio Daniels,PG,33,12,NBA,WAS,13,288,0.4,12,0.756,0.244,0.382,0.455
21627,2009,3039,Antonio Daniels,PG,33,12,NBA,NOH,61,733,0.424,13.4,0.743,0.257,0.451,0.347
21628,2009,2896,Antonio McDyess,PF,34,13,NBA,DET,62,1866,0.51,13.4,1,0,0.51,0
21629,2009,3737,Arron Afflalo,SG,23,2,NBA,DET,74,1234,0.437,15.8,0.643,0.357,0.456,0.402
21630,2009,3040,Austin Croshere,PF,33,12,NBA,TOT,14,100,0.359,13.1,0.615,0.385,0.375,0.333
21631,2009,3040,Austin Croshere,PF,33,12,NBA,MIL,11,77,0.4,12,0.633,0.367,0.368,0.455
21632,2009,3040,Austin Croshere,PF,33,12,NBA,SAS,3,23,0.222,16.4,0.556,0.444,0.4,0
21633,2009,3173,Baron Davis,PG,29,10,NBA,LAC,65,2248,0.37,14.3,0.658,0.342,0.406,0.302
21634,2009,3505,Ben Gordon,SG,25,5,NBA,CHI,82,2999,0.455,15.9,0.679,0.321,0.476,0.41
21635,2009,2971,Ben Wallace,PF,34,13,NBA,CLE,56,1314,0.445,3.8,1,0,0.445,0
21636,2009,3506,Beno Udrih,PG,26,5,NBA,SAC,73,2270,0.461,12.3,0.838,0.162,0.491,0.31
21637,2009,3738,Blake Ahearn,PG,24,2,NBA,SAS,3,19,0.333,18.5,0.333,0.667,0,0.5
21638,2009,3799,Bobby Brown,SG-PG,24,1,NBA,TOT,68,931,0.392,16.9,0.639,0.361,0.417,0.346
21639,2009,3799,Bobby Brown,SG,24,1,NBA,SAC,47,675,0.381,17.1,0.619,0.381,0.412,0.33
21640,2009,3799,Bobby Brown,PG,24,1,NBA,MIN,21,256,0.416,16.6,0.681,0.319,0.429,0.389
21641,2009,3041,Bobby Jackson,PG,35,12,NBA,SAC,71,1484,0.398,16.6,0.594,0.406,0.462,0.305
21642,2009,3301,Bobby Simmons,SF,28,7,NBA,NJN,71,1729,0.449,18.4,0.406,0.594,0.453,0.447
21643,2009,3431,Boris Diaw,PF,26,6,NBA,TOT,81,2754,0.507,10.4,0.795,0.205,0.531,0.414
21644,2009,3431,Boris Diaw,PF,26,6,NBA,PHO,22,538,0.567,9,0.901,0.099,0.591,0.357
21645,2009,3431,Boris Diaw,PF,26,6,NBA,CHA,59,2216,0.495,10.7,0.775,0.225,0.517,0.419
21646,2009,3106,Brad Miller,C,32,11,NBA,TOT,70,2100,0.476,10.6,0.909,0.091,0.482,0.411
21647,2009,3106,Brad Miller,C,32,11,NBA,SAC,43,1354,0.474,11.3,0.889,0.111,0.475,0.465
21648,2009,3106,Brad Miller,C,32,11,NBA,CHI,27,746,0.478,9.2,0.942,0.058,0.493,0.231
21649,2009,3739,Brandan Wright,PF,21,2,NBA,GSW,39,688,0.528,5.5,0.984,0.016,0.537,0
21650,2009,3581,Brandon Bass,C,23,4,NBA,DAL,81,1574,0.496,9.1,0.988,0.012,0.502,0
21651,2009,3658,Brandon Roy,SG,24,3,NBA,POR,78,2903,0.48,11.5,0.833,0.167,0.501,0.377
21652,2009,3800,Brandon Rush,SG,23,1,NBA,IND,75,1803,0.423,15.9,0.637,0.363,0.451,0.373
21653,2009,3303,Brendan Haywood,C,29,8,NBA,WAS,6,175,0.48,4.1,1,0,0.48,0
21654,2009,2900,Brent Barry,SG,37,14,NBA,HOU,56,857,0.407,21.1,0.238,0.762,0.512,0.374
21655,2009,3043,Brevin Knight,PG,33,12,NBA,UTA,74,938,0.349,15.7,0.968,0.032,0.361,0
21656,2009,3231,Brian Cardi0l,PF,31,9,NBA,MIN,64,909,0.385,18.7,0.456,0.544,0.455,0.326
21657,2009,3433,Brian Cook,PF,28,6,NBA,TOT,30,171,0.368,17.3,0.605,0.395,0.326,0.433
21658,2009,3433,Brian Cook,PF,28,6,NBA,ORL,21,146,0.383,18.1,0.583,0.417,0.343,0.44
21659,2009,3433,Brian Cook,PF,28,6,NBA,HOU,9,25,0.313,14.2,0.688,0.313,0.273,0.4
21660,2009,3304,Brian Scalabrine,C,30,8,NBA,BOS,39,504,0.421,18.9,0.465,0.535,0.453,0.393
21661,2009,3107,Brian Skinner,PF,32,11,NBA,LAC,51,843,0.449,7.7,0.99,0.01,0.453,0
21662,2009,3801,Brook Lopez,C,20,1,NBA,NJN,82,2501,0.531,5.7,0.998,0.002,0.532,0
21663,2009,2975,Bruce Bowen,SF,37,13,NBA,SAS,80,1506,0.422,18,0.476,0.524,0.416,0.429
21664,2009,3582,C.J. Miles,SG,21,4,NBA,UTA,72,1623,0.459,14,0.681,0.319,0.509,0.352
21665,2009,3740,C.J. Watson,PG,24,2,NBA,GSW,77,1883,0.457,14.8,0.786,0.214,0.473,0.4
21666,2009,3175,Calvin Booth,C,32,10,NBA,TOT,8,56,0.5,10.6,1,0,0.5,0
21667,2009,3175,Calvin Booth,C,32,10,NBA,MIN,1,1,0,0,0,0,0,0
21668,2009,3175,Calvin Booth,C,32,10,NBA,SAC,7,55,0.5,10.6,1,0,0.5,0
21669,2009,3741,Carl Landry,PF,25,2,NBA,HOU,69,1467,0.574,6.9,0.993,0.007,0.576,0.333
21670,2009,3369,Carlos Boozer,PF,27,7,NBA,UTA,37,1197,0.49,7.3,1,0,0.49,0
21671,2009,3435,Carmelo Anthony,SF,24,6,NBA,DEN,66,2277,0.443,11.5,0.859,0.141,0.455,0.371
21672,2009,3370,Caron Butler,SG,28,7,NBA,WAS,67,2585,0.453,13.5,0.806,0.194,0.487,0.31
21673,2009,3802,Cartier Martin,SF,24,1,NBA,CHA,33,266,0.364,14.9,0.571,0.429,0.409,0.303
21674,2009,3660,Cedric Simmons,PF,23,3,NBA,TOT,18,84,0.44,4.6,1,0,0.44,0
21675,2009,3660,Cedric Simmons,PF,23,3,NBA,CHI,11,61,0.524,4,1,0,0.524,0
21676,2009,3660,Cedric Simmons,PF,23,3,NBA,SAC,7,23,0,7.8,1,0,0,0
21677,2009,3583,Channing Frye,PF,25,4,NBA,POR,63,746,0.423,16,0.876,0.124,0.436,0.333
21678,2009,3306,Charlie Bell,SG,29,5,NBA,MIL,70,1783,0.414,18.5,0.542,0.458,0.458,0.363
21679,2009,3584,Charlie Villanueva,PF,24,4,NBA,MIL,78,2095,0.447,12.5,0.763,0.237,0.479,0.345
21680,2009,3048,Chauncey Billups,PG,32,12,NBA,TOT,79,2789,0.418,16.8,0.595,0.405,0.425,0.408
21681,2009,3048,Chauncey Billups,PG,32,12,NBA,DET,2,70,0.333,18.5,0.667,0.333,0.357,0.286
21682,2009,3048,Chauncey Billups,PG,32,12,NBA,DEN,77,2719,0.42,16.8,0.593,0.407,0.427,0.41
21683,2009,3742,Cheikh Samb,C,24,2,NBA,TOT,18,83,0.188,14.3,0.906,0.094,0.207,0
21684,2009,3742,Cheikh Samb,C,24,2,NBA,DEN,6,24,0.154,15.5,0.923,0.077,0.167,0
21685,2009,3742,Cheikh Samb,C,24,2,NBA,LAC,10,51,0.25,13.5,0.875,0.125,0.286,0
21686,2009,3742,Cheikh Samb,C,24,2,NBA,NYK,2,8,0,13.3,1,0,0,0
21687,2009,3307,Chris Andersen,C,30,7,NBA,DEN,71,1460,0.548,3.7,0.966,0.034,0.56,0.2
21688,2009,3436,Chris Bosh,C,24,6,NBA,TOR,77,2928,0.487,10.6,0.961,0.039,0.497,0.245
21689,2009,3803,Chris Douglas-Roberts,SG,22,1,NBA,NJN,44,585,0.46,8,0.932,0.068,0.476,0.25
21690,2009,3511,Chris Duhon,PG,26,5,NBA,NYK,79,2906,0.421,15,0.523,0.477,0.449,0.391
21691,2009,3437,Chris Kaman,C,26,6,NBA,LAC,31,921,0.528,5.4,1,0,0.528,0
21692,2009,3232,Chris Mihm,C,29,8,NBA,LAL,18,105,0.375,4,1,0,0.375,0
21693,2009,3585,Chris Paul,PG,23,4,NBA,NOH,78,3002,0.503,11.8,0.86,0.14,0.525,0.364
21694,2009,3662,Chris Quinn,PG,25,3,NBA,MIA,66,962,0.408,17.9,0.526,0.474,0.408,0.409
21695,2009,3375,Chris Wilcox,C,26,7,NBA,TOT,62,1049,0.497,4.5,0.989,0.011,0.503,0
21696,2009,3375,Chris Wilcox,C,26,7,NBA,OKC,37,719,0.485,5.2,0.989,0.011,0.491,0
21697,2009,3375,Chris Wilcox,C,26,7,NBA,NYK,25,330,0.529,2.9,0.99,0.01,0.535,0
21698,2009,3587,Chuck Hayes,C,25,4,NBA,HOU,71,858,0.372,5.9,0.965,0.035,0.385,0
21699,2009,3177,Chucky Atkins,PG,34,10,NBA,TOT,33,412,0.301,19.5,0.496,0.504,0.339,0.263
21700,2009,3177,Chucky Atkins,PG,34,10,NBA,DEN,14,115,0.333,22.3,0.37,0.63,0.4,0.294
21701,2009,3177,Chucky Atkins,PG,34,10,NBA,OKC,19,297,0.291,18.6,0.535,0.465,0.326,0.25
21702,2009,3745,Corey Brewer,SF,22,2,NBA,MIN,15,307,0.411,11.5,0.867,0.133,0.41,0.417
21703,2009,3178,Corey Maggette,PF,29,10,NBA,GSW,51,1588,0.461,11.7,0.85,0.15,0.497,0.253
21704,2009,3804,Courtney Lee,SG,23,1,NBA,ORL,77,1939,0.45,14.5,0.624,0.376,0.478,0.404
21705,2009,3746,Courtney Sims,C,25,2,NBA,TOT,2,13,0.5,3.7,1,0,0.5,0
21706,2009,3746,Courtney Sims,C,25,2,NBA,PHO,1,2,0,0,0,0,0,0
21707,2009,3746,Courtney Sims,C,25,2,NBA,NYK,1,11,0.5,3.7,1,0,0.5,0
21708,2009,3663,Craig Smith,PF,25,3,NBA,MIN,74,1460,0.562,3.8,0.998,0.002,0.563,0
21709,2009,3114,Cuttino Mobley,SG,33,11,NBA,LAC,11,365,0.432,12.4,0.76,0.24,0.459,0.343
21710,2009,3805,D.J. Augustin,PG,21,1,NBA,CHA,72,1908,0.43,15.2,0.604,0.396,0.424,0.439
21711,2009,3513,D.J. Mbenga,C,28,5,NBA,LAL,23,181,0.474,9.1,0.982,0.018,0.482,0
21712,2009,3806,D.J. White,PF,22,1,NBA,OKC,7,130,0.52,7.8,1,0,0.52,0
21713,2009,3748,Daequan Cook,SF,21,2,NBA,MIA,75,1833,0.375,20.8,0.388,0.612,0.356,0.387
21714,2009,3439,Dahntay Jones,SG,28,6,NBA,DEN,79,1426,0.458,7.6,0.949,0.051,0.448,0.647
21715,2009,3514,Damien Wilkins,SG,29,5,NBA,OKC,41,636,0.362,15.2,0.662,0.338,0.355,0.375
21716,2009,3115,Damon Jones,PG,32,11,NBA,MIL,18,108,0.324,23.7,0.176,0.824,0,0.393
21717,2009,3378,Dan Gadzuric,C,30,7,NBA,MIL,67,941,0.48,7.1,0.992,0.008,0.483,0
21718,2009,3665,Daniel Gibson,PG,22,3,NBA,CLE,75,1795,0.391,19.2,0.463,0.537,0.402,0.382
21719,2009,3807,Danilo Galli0ri,SG,20,1,NBA,NYK,28,412,0.448,19,0.424,0.576,0.453,0.444
21720,2009,3589,Danny Granger,SF,25,4,NBA,IND,67,2424,0.447,15.8,0.648,0.352,0.47,0.404
21721,2009,3239,Darius Miles,SF,27,7,NBA,MEM,34,298,0.485,9.6,0.939,0.061,0.505,0.167
21722,2009,3440,Darius Songaila,C,30,6,NBA,WAS,77,1521,0.532,9.2,0.998,0.002,0.533,0
21723,2009,3441,Darko Miličić,C,23,6,NBA,MEM,61,1034,0.515,4.1,1,0,0.515,0
21724,2009,3808,Darnell Jackson,PF,23,1,NBA,CLE,51,430,0.43,10.1,0.977,0.023,0.44,0
21725,2009,3809,Darrell Arthur,PF,20,1,NBA,MEM,76,1464,0.438,8.8,0.995,0.005,0.44,0
21726,2009,3590,David Lee,C,25,4,NBA,NYK,81,2824,0.549,4.7,0.997,0.003,0.551,0
21727,2009,3442,David West,PF,28,6,NBA,NOH,76,2982,0.472,10.3,0.981,0.019,0.477,0.24
21728,2009,3810,DeAndre Jordan,C,20,1,NBA,LAC,53,771,0.633,1.1,1,0,0.633,0
21729,2009,3667,Dee Brown,PG,24,2,NBA,TOT,19,261,0.367,14.6,0.51,0.49,0.44,0.292
21730,2009,3667,Dee Brown,PG,24,2,NBA,WAS,17,233,0.386,13.7,0.545,0.455,0.458,0.3
21731,2009,3667,Dee Brown,PG,24,2,NBA,PHO,2,28,0.2,22.2,0.2,0.8,0,0.25
21732,2009,3516,Delonte West,SG,25,5,NBA,CLE,64,2152,0.457,15.2,0.635,0.365,0.49,0.399
21733,2009,3811,DeMarcus Nelson,PG,23,1,NBA,GSW,13,171,0.444,8.5,0.944,0.056,0.471,0
21734,2009,3751,Demetris Nichols,SF,24,2,NBA,TOT,4,14,0.333,15.7,0.778,0.222,0.429,0
21735,2009,3751,Demetris Nichols,SF,24,2,NBA,CHI,2,5,0.25,17.3,0.75,0.25,0.333,0
21736,2009,3751,Demetris Nichols,SF,24,2,NBA,NYK,2,9,0.4,14.6,0.8,0.2,0.5,0
21737,2009,2979,Derek Fisher,PG,34,13,NBA,LAL,82,2441,0.424,17.9,0.561,0.439,0.446,0.397
21738,2009,3592,Deron Williams,PG,24,4,NBA,UTA,68,2505,0.471,12.5,0.77,0.23,0.518,0.31
21739,2009,3812,Derrick Rose,PG,20,1,NBA,CHI,81,3000,0.475,10.4,0.94,0.06,0.491,0.222
21740,2009,3310,DeSaga0 Diop,C,27,8,NBA,TOT,75,1036,0.433,4,1,0,0.433,0
21741,2009,3310,DeSaga0 Diop,C,27,8,NBA,DAL,34,452,0.379,3.6,1,0,0.379,0
21742,2009,3310,DeSaga0 Diop,C,27,8,NBA,CHA,41,584,0.46,4.2,1,0,0.46,0
21743,2009,3242,DeShawn Stevenson,SG,27,9,NBA,WAS,32,886,0.312,19.8,0.442,0.558,0.363,0.271
21744,2009,3668,Desmon Farmer,SG,27,2,NBA,SAS,3,54,0.286,20.5,0.143,0.857,0.5,0.25
21745,2009,3243,Desmond Mason,SG,31,9,NBA,OKC,39,1064,0.435,6.7,0.989,0.011,0.44,0
21746,2009,3183,Devean George,SF,31,10,NBA,DAL,43,708,0.38,16.6,0.465,0.535,0.485,0.289
21747,2009,3379,Devin Brown,SG,30,7,NBA,NOH,63,869,0.355,12.1,0.69,0.31,0.384,0.289
21748,2009,3517,Devin Harris,PG,25,5,NBA,NJN,69,2494,0.438,11.7,0.788,0.212,0.477,0.291
21749,2009,2648,Dikembe Mutombo,C,42,18,NBA,HOU,9,96,0.385,1.2,1,0,0.385,0
21750,2009,3116,Dirk Nowitzki,PF,30,11,NBA,DAL,81,3050,0.479,13.8,0.895,0.105,0.493,0.359
21751,2009,3752,Dominic McGuire,SF,23,2,NBA,WAS,79,2072,0.432,9.3,0.988,0.012,0.431,0.5
21752,2009,3813,Donté Greene,SF,20,1,NBA,SAC,55,725,0.326,16.1,0.576,0.424,0.375,0.26
21753,2009,3814,Dontell Jefferson,SG,25,1,NBA,CHA,6,84,0.5,7.7,0.909,0.091,0.5,0.5
21754,2009,2853,Donyell Marshall,PF,35,15,NBA,PHI,25,189,0.452,20.2,0.247,0.753,0.444,0.455
21755,2009,3519,Dorell Wright,SF,23,5,NBA,MIA,6,73,0.4,8.3,1,0,0.4,0
21756,2009,3380,Drew Gooden,PF,27,7,NBA,TOT,51,1264,0.468,10.7,0.992,0.008,0.472,0
21757,2009,3380,Drew Gooden,PF,27,7,NBA,CHI,31,918,0.457,11.5,0.991,0.009,0.461,0
21758,2009,3380,Drew Gooden,PF,27,7,NBA,SAC,1,26,0.556,11.3,1,0,0.556,0
21759,2009,3380,Drew Gooden,PF,27,7,NBA,SAS,19,320,0.49,8.7,0.993,0.007,0.493,0
21760,2009,3597,Dwayne Jones,PF,25,4,NBA,CHA,6,52,0.571,1.7,1,0,0.571,0
21761,2009,3520,Dwight Howard,C,23,5,NBA,ORL,79,2821,0.572,3.4,0.998,0.002,0.573,0
21762,2009,3445,Dwyane Wade,SG,27,6,NBA,MIA,79,3048,0.491,12.3,0.84,0.16,0.524,0.317
21763,2009,3311,Earl Watson,PG,29,8,NBA,OKC,68,1776,0.384,12.4,0.812,0.188,0.418,0.235
21764,2009,3246,Eddie Gill,PG,30,7,NBA,MIL,6,43,0.667,13.3,0.667,0.333,0.667,0.667
21765,2009,3247,Eddie House,PG,30,9,NBA,BOS,81,1479,0.445,21.7,0.393,0.607,0.445,0.444
21766,2009,3313,Eddy Curry,C,26,8,NBA,NYK,3,12,1,0,1,0,1,0
21767,2009,3248,Eduardo Nájera,PF,32,9,NBA,NJN,27,319,0.446,11,0.662,0.338,0.571,0.2
21768,2009,3186,Elton Brand,PF,29,10,NBA,PHI,29,920,0.447,9.3,1,0,0.447,0
21769,2009,3521,Emeka Okafor,C,26,5,NBA,CHA,82,2691,0.561,3.8,1,0,0.561,0
21770,2009,3815,Eric Gordon,SG,20,1,NBA,LAC,78,2677,0.456,14.5,0.626,0.374,0.496,0.389
21771,2009,2984,Erick Dampier,C,33,13,NBA,DAL,80,1836,0.65,1.4,1,0,0.65,0
21772,2009,3315,Etan Thomas,C,30,7,NBA,WAS,26,306,0.485,3.5,1,0,0.485,0
21773,2009,3601,Fabricio Oberto,C,33,4,NBA,SAS,54,677,0.587,5.4,0.99,0.01,0.592,0
21774,2009,3446,Francisco Elson,C,32,6,NBA,MIL,59,977,0.491,8.2,0.976,0.024,0.497,0.25
21775,2009,3602,Francisco García,SF,27,4,NBA,SAC,65,1975,0.444,15.4,0.668,0.332,0.466,0.398
21776,2009,3383,Fred Jones,SF,29,7,NBA,LAC,52,1495,0.407,16.1,0.536,0.464,0.441,0.367
21777,2009,3753,Gabe Pruitt,SG,22,2,NBA,BOS,47,366,0.307,19.7,0.525,0.475,0.321,0.292
21778,2009,3816,George Hill,PG,22,1,NBA,SAS,77,1270,0.403,12,0.804,0.196,0.421,0.329
21779,2009,3604,Gerald Green,SG,23,4,NBA,DAL,38,376,0.439,14.2,0.744,0.256,0.485,0.304
21780,2009,3316,Gerald Wallace,SF,26,8,NBA,CHA,71,2669,0.48,6.4,0.838,0.162,0.515,0.298
21781,2009,3317,Gilbert Are0s,PG,27,8,NBA,WAS,2,63,0.261,14.3,0.696,0.304,0.25,0.286
21782,2009,3754,Glen Davis,C,23,2,NBA,BOS,76,1637,0.442,10.7,0.989,0.011,0.443,0.4
21783,2009,3817,Goran Dragić,PG,22,1,NBA,PHO,55,728,0.393,13.6,0.759,0.241,0.4,0.37
21784,2009,2863,Grant Hill,SF,36,14,NBA,PHO,82,2445,0.523,9.7,0.898,0.102,0.547,0.316
21785,2009,3188,Greg Buckner,SF,32,10,NBA,MEM,63,878,0.384,12.7,0.679,0.321,0.444,0.255
21786,2009,3818,Greg Oden,C,21,1,NBA,POR,61,1314,0.564,2.7,1,0,0.564,0
21787,2009,3605,Hakim Warrick,PF,26,4,NBA,MEM,82,2029,0.491,8.1,0.967,0.033,0.5,0.217
21788,2009,3819,Hamed Haddadi,C,23,1,NBA,MEM,19,120,0.484,6.5,1,0,0.484,0
21789,2009,3670,Hassan Adams,SG,24,2,NBA,TOR,12,52,0.308,7.8,1,0,0.308,0
21790,2009,3252,Hedo Türkoğlu,SF,29,9,NBA,ORL,77,2815,0.413,15.1,0.633,0.367,0.445,0.356
21791,2009,3820,Henry Walker,SF,21,1,NBA,BOS,29,216,0.621,6.2,0.983,0.017,0.632,0
21792,2009,3671,Hilton Armstrong,C,24,3,NBA,NOH,70,1092,0.561,5.1,0.992,0.008,0.566,0
21793,2009,3606,Ike Diogu,PF,25,4,NBA,TOT,29,215,0.527,7.4,0.973,0.027,0.528,0.5
21794,2009,3606,Ike Diogu,PF,25,4,NBA,POR,19,73,0.316,5.9,1,0,0.316,0
21795,2009,3606,Ike Diogu,PF,25,4,NBA,SAC,10,142,0.6,8,0.964,0.036,0.604,0.5
21796,2009,3448,Ime Udoka,SF,31,5,NBA,SAS,67,1035,0.383,16.8,0.564,0.436,0.426,0.328
21797,2009,3673,J.J. Barea,SG,24,3,NBA,DAL,79,1600,0.442,11.7,0.724,0.276,0.474,0.357
21798,2009,3821,J.J. Hickson,C,20,1,NBA,CLE,62,705,0.515,5,1,0,0.515,0
21799,2009,3674,J.J. Redick,SG,24,3,NBA,ORL,64,1111,0.391,20.7,0.401,0.599,0.417,0.374
21800,2009,3822,J.R. Giddens,SF,23,1,NBA,BOS,6,8,0.667,11,1,0,0.667,0
21801,2009,3527,J.R. Smith,SG,23,5,NBA,DEN,81,2245,0.446,17.7,0.523,0.477,0.491,0.397
21802,2009,3063,Jacque Vaughn,PG,33,12,NBA,SAS,30,292,0.32,11.6,0.987,0.013,0.311,1
21803,2009,3256,Jake Voskuhl,C,31,9,NBA,TOR,38,240,0.267,10.9,1,0,0.267,0
21804,2009,3257,Jamaal Magloire,C,30,9,NBA,MIA,55,709,0.496,2.7,1,0,0.496,0
21805,2009,3258,Jamal Crawford,PG-SG,28,9,NBA,TOT,65,2479,0.41,17.3,0.614,0.386,0.441,0.36
21806,2009,3258,Jamal Crawford,SG,28,9,NBA,NYK,11,392,0.432,17.2,0.544,0.456,0.413,0.455
21807,2009,3258,Jamal Crawford,PG,28,9,NBA,GSW,54,2087,0.406,17.3,0.628,0.372,0.446,0.338
21808,2009,3757,Jamario Moon,SF,28,2,NBA,TOT,80,2068,0.468,16.5,0.614,0.386,0.54,0.355
21809,2009,3757,Jamario Moon,SF,28,2,NBA,TOR,54,1379,0.473,16.6,0.653,0.347,0.541,0.345
21810,2009,3757,Jamario Moon,SF,28,2,NBA,MIA,26,689,0.459,16.2,0.535,0.465,0.536,0.37
21811,2009,3530,Jameer Nelson,PG,26,5,NBA,ORL,42,1309,0.503,15.5,0.659,0.341,0.529,0.453
21812,2009,3449,James Jones,SF,28,6,NBA,MIA,40,630,0.369,21.7,0.356,0.644,0.415,0.344
21813,2009,3192,James Posey,SG,32,10,NBA,NOH,75,2140,0.412,17.3,0.401,0.599,0.476,0.369
21814,2009,3607,James Singleton,PF,27,3,NBA,DAL,62,884,0.529,9.4,0.819,0.181,0.575,0.325
21815,2009,3677,James White,SF,26,2,NBA,HOU,4,11,0.6,17.2,0.6,0.4,0.667,0.5
21816,2009,3758,Jared Dudley,SF,23,2,NBA,TOT,68,1155,0.477,13.3,0.74,0.26,0.507,0.392
21817,2009,3758,Jared Dudley,SF,23,2,NBA,CHA,20,427,0.469,12,0.917,0.083,0.477,0.375
21818,2009,3758,Jared Dudley,SF,23,2,NBA,PHO,48,728,0.481,14,0.651,0.349,0.528,0.394
21819,2009,3390,Jared Jeffries,SF,27,7,NBA,NYK,56,1310,0.44,7,0.956,0.044,0.456,0.083
21820,2009,3608,Jarrett Jack,SG,25,4,NBA,IND,82,2716,0.453,13.6,0.741,0.259,0.487,0.353
21821,2009,3321,Jarron Collins,C,30,8,NBA,UTA,26,201,0.457,7.1,1,0,0.457,0
21822,2009,3450,Jarvis Hayes,SF,27,6,NBA,NJN,74,1832,0.445,17,0.577,0.423,0.489,0.385
21823,2009,3322,Jason Collins,C,30,8,NBA,MIN,31,422,0.314,8.3,1,0,0.314,0
21824,2009,3261,Jason Hart,PG,30,8,NBA,TOT,39,348,0.319,13.7,0.936,0.064,0.341,0
21825,2009,3261,Jason Hart,PG,30,8,NBA,LAC,28,312,0.298,13.6,0.952,0.048,0.313,0
21826,2009,3261,Jason Hart,PG,30,8,NBA,DEN,11,36,0.5,14.8,0.8,0.2,0.625,0
21827,2009,3451,Jason Kapono,SG,27,6,NBA,TOR,80,1831,0.432,18.6,0.621,0.379,0.435,0.428
21828,2009,2870,Jason Kidd,PG,35,15,NBA,DAL,81,2886,0.416,18.3,0.477,0.523,0.427,0.406
21829,2009,3609,Jason Maxiell,C,25,4,NBA,DET,78,1408,0.575,6.1,0.997,0.003,0.577,0
21830,2009,3323,Jason Richardson,SG,28,8,NBA,TOT,72,2410,0.477,13.3,0.666,0.334,0.518,0.397
21831,2009,3323,Jason Richardson,SG,28,8,NBA,CHA,14,491,0.441,13.5,0.732,0.268,0.435,0.458
21832,2009,3323,Jason Richardson,SG,28,8,NBA,PHO,58,1919,0.488,13.2,0.647,0.353,0.545,0.383
21833,2009,3194,Jason Terry,SG,31,10,NBA,DAL,74,2491,0.463,16.7,0.61,0.39,0.525,0.366
21834,2009,3823,Jason Thompson,PF,22,1,NBA,SAC,82,2303,0.497,6.2,0.989,0.011,0.502,0
21835,2009,3824,JaVale McGee,C,21,1,NBA,WAS,75,1143,0.494,4.3,1,0,0.494,0
21836,2009,3760,Javaris Crittenton,PG-SG,21,2,NBA,TOT,63,1174,0.46,7,0.947,0.053,0.478,0.133
21837,2009,3760,Javaris Crittenton,SG,21,2,NBA,MEM,7,44,0.467,5.2,0.933,0.067,0.5,0
21838,2009,3760,Javaris Crittenton,PG,21,2,NBA,WAS,56,1130,0.459,7.1,0.948,0.052,0.477,0.143
21839,2009,3825,Jawad Williams,SF,25,1,NBA,CLE,10,20,0.417,17.8,0.5,0.5,0.5,0.333
21840,2009,3195,Jeff Foster,C,32,10,NBA,IND,74,1828,0.501,6.2,0.98,0.02,0.506,0.286
21841,2009,3761,Jeff Green,PF,22,2,NBA,OKC,78,2873,0.446,12.2,0.769,0.231,0.463,0.389
