seas_id,season,player_id,player,pos,age,experience,lg,tm,games,mp,fg_percent,avg_dist_fga,2p_fga_percent,3p_fga_percent,2p_fg_percent,3p_fg_percent
30324,2022,5004,Sandro Mamukelashvili,PF,22,1,NBA,MIL,41,407,0.496,13.3,0.548,0.452,0.556,0.423
30325,2022,5005,Santi Aldama,PF,21,1,NBA,MEM,32,360,0.402,12,0.636,0.364,0.56,0.125
30326,2022,5006,Scottie Barnes,PF,20,1,NBA,TOR,74,2617,0.492,10.9,0.793,0.207,0.543,0.301
30327,2022,5007,Scottie Lewis,SG,21,1,NBA,CHO,2,7,0,0,0,0,0,0
30328,2022,4201,Scotty Hopson,SG,32,3,NBA,OKC,1,18,0.5,17.3,0.75,0.25,0.667,0
30329,2022,4785,Sekou Doumbouya,PF,21,3,NBA,LAL,2,16,0.625,8.9,0.75,0.25,0.667,0.5
30330,2022,4562,Semi Ojeleye,PF,27,5,NBA,TOT,30,406,0.303,16.5,0.495,0.505,0.306,0.3
30331,2022,4562,Semi Ojeleye,PF,27,5,NBA,MIL,20,308,0.257,17.9,0.414,0.586,0.241,0.268
30332,2022,4562,Semi Ojeleye,PF,27,5,NBA,LAC,10,98,0.414,13.2,0.69,0.31,0.4,0.444
30333,2022,3902,Serge Ibaka,C-PF,32,13,NBA,TOT,54,877,0.5,13.8,0.666,0.334,0.563,0.374
30334,2022,3902,Serge Ibaka,C,32,13,NBA,LAC,35,538,0.49,13.9,0.677,0.323,0.538,0.387
30335,2022,3902,Serge Ibaka,PF,32,13,NBA,MIL,19,339,0.519,13.7,0.644,0.356,0.612,0.351
30336,2022,4203,Seth Curry,SG,31,8,NBA,TOT,64,2135,0.487,19.4,0.494,0.506,0.553,0.422
30337,2022,4203,Seth Curry,SG,31,8,NBA,PHI,45,1566,0.485,19.1,0.527,0.473,0.561,0.4
30338,2022,4203,Seth Curry,SG,31,8,NBA,BRK,19,569,0.493,20.2,0.412,0.588,0.529,0.468
30339,2022,4670,Shai Gilgeous-Alexander,PG,23,4,NBA,OKC,56,1942,0.453,12.1,0.718,0.282,0.514,0.3
30340,2022,4671,Shake Milton,PG,25,4,NBA,PHI,55,1179,0.429,13.4,0.67,0.33,0.481,0.323
30341,2022,5008,Shaq Bucha0n,PG,25,1,NBA,MEM,2,10,0.25,13.6,0.5,0.5,0.5,0
30342,2022,4563,Shaquille Harrison,SG,28,5,NBA,BRK,2,23,0.333,9.5,0.667,0.333,0.5,0
30343,2022,5009,Sharife Cooper,PG,20,1,NBA,ATL,13,39,0.214,11.6,0.571,0.429,0.25,0.167
30344,2022,4885,Skylar Mays,SG,24,2,NBA,ATL,28,220,0.5,12.1,0.609,0.391,0.615,0.32
30345,2022,4207,Solomon Hill,PF,30,9,NBA,ATL,13,139,0.15,17.9,0.35,0.65,0.143,0.154
30346,2022,4291,Spencer Dinwiddie,PG,28,8,NBA,TOT,67,1980,0.416,15.6,0.551,0.449,0.479,0.339
30347,2022,4291,Spencer Dinwiddie,PG,28,8,NBA,WAS,44,1330,0.376,16.2,0.541,0.459,0.432,0.31
30348,2022,4291,Spencer Dinwiddie,PG,28,8,NBA,DAL,23,650,0.498,14.2,0.572,0.428,0.568,0.404
30349,2022,4364,Stanley Johnson,PF,25,7,NBA,LAL,48,1094,0.466,13.7,0.582,0.418,0.575,0.314
30350,2022,3903,Stephen Curry,PG,33,13,NBA,GSW,64,2211,0.437,19.8,0.387,0.613,0.527,0.38
30351,2022,4565,Sterling Brown,SG,26,5,NBA,DAL,49,628,0.381,17.1,0.406,0.594,0.492,0.304
30352,2022,4208,Steven Adams,C,28,9,NBA,MEM,76,1999,0.547,2.9,0.997,0.003,0.548,0
30353,2022,4672,Sviatoslav Mykhailiuk,SF,24,4,NBA,TOR,56,716,0.389,17,0.427,0.573,0.5,0.306
30354,2022,4365,T.J. McConnell,PG,29,7,NBA,IND,27,652,0.481,10,0.841,0.159,0.514,0.303
30355,2022,4788,Tacko Fall,C,26,3,NBA,CLE,11,59,0.417,3.2,1,0,0.417,0
30356,2022,3905,Taj Gibson,C,36,13,NBA,NYK,52,946,0.518,9.9,0.771,0.229,0.555,0.395
30357,2022,4789,Talen Horton-Tucker,SG,21,3,NBA,LAL,60,1511,0.416,12.8,0.662,0.338,0.492,0.269
30358,2022,4450,Taurean Prince,PF,27,6,NBA,MIN,69,1177,0.454,17.2,0.413,0.587,0.565,0.376
30359,2022,4791,Terance Mann,SF,25,3,NBA,LAC,81,2317,0.484,12.3,0.699,0.301,0.535,0.365
30360,2022,4792,Terence Davis,SG,24,3,NBA,SAC,30,536,0.423,16.3,0.442,0.558,0.542,0.329
30361,2022,4131,Terrence Ross,SG,30,10,NBA,ORL,63,1448,0.397,18,0.523,0.477,0.493,0.292
30362,2022,4366,Terry Rozier,SG,27,7,NBA,CHO,73,2458,0.444,16.4,0.492,0.508,0.516,0.374
30363,2022,5010,Terry Taylor,SG,22,1,NBA,IND,33,714,0.614,7.2,0.827,0.173,0.676,0.316
30364,2022,3791,Thaddeus Young,PF,33,15,NBA,TOT,52,845,0.518,7.7,0.824,0.176,0.554,0.354
30365,2022,3791,Thaddeus Young,PF,33,15,NBA,SAS,26,370,0.578,5.1,0.961,0.039,0.602,0
30366,2022,3791,Thaddeus Young,PF,33,15,NBA,TOR,26,475,0.465,10.1,0.701,0.299,0.495,0.395
30367,2022,4367,Tha0sis Antetokounmpo,SF,29,4,NBA,MIL,48,473,0.547,5.3,0.891,0.109,0.596,0.143
30368,2022,4886,Théo Maledon,PG,20,2,NBA,OKC,51,908,0.375,15.3,0.527,0.473,0.449,0.293
30369,2022,4674,Theo Pinson,SF,26,4,NBA,DAL,19,148,0.359,21.9,0.231,0.769,0.444,0.333
30370,2022,4568,Thomas Bryant,C,24,5,NBA,WAS,27,439,0.52,11.5,0.716,0.284,0.613,0.286
30371,2022,4294,Tim Frazier,PG,31,8,NBA,TOT,12,208,0.311,17.4,0.622,0.378,0.286,0.353
30372,2022,4294,Tim Frazier,PG,31,8,NBA,ORL,10,200,0.302,17.5,0.605,0.395,0.269,0.353
30373,2022,4294,Tim Frazier,PG,31,8,NBA,CLE,2,8,0.5,14.9,1,0,0.5,0
30374,2022,4209,Tim Hardaway Jr.,SG,29,9,NBA,DAL,42,1245,0.394,19.6,0.426,0.574,0.473,0.336
30375,2022,4453,Timothé Luwawu-Cabarrot,SF,26,6,NBA,ATL,52,685,0.398,17.7,0.344,0.656,0.469,0.361
30376,2022,4055,Tobias Harris,PF,29,11,NBA,PHI,73,2543,0.482,11.7,0.731,0.269,0.525,0.367
30377,2022,4454,Tomáš Satoranský,SG,30,6,NBA,TOT,55,906,0.377,13,0.723,0.277,0.442,0.208
30378,2022,4454,Tomáš Satoranský,SG,30,6,NBA,NOP,32,481,0.299,12.7,0.71,0.29,0.355,0.161
30379,2022,4454,Tomáš Satoranský,SG,30,6,NBA,SAS,1,9,0,0,0,0,0,0
30380,2022,4454,Tomáš Satoranský,SG,30,6,NBA,WAS,22,416,0.476,13.3,0.738,0.262,0.548,0.273
30381,2022,4569,Tony Bradley,C,24,5,NBA,CHI,55,549,0.585,3.9,1,0,0.585,0
30382,2022,4212,Tony Snell,SG,30,9,NBA,TOT,53,823,0.404,20,0.251,0.749,0.558,0.352
30383,2022,4212,Tony Snell,SG,30,9,NBA,POR,38,546,0.371,20.8,0.227,0.773,0.545,0.32
30384,2022,4212,Tony Snell,SG,30,9,NBA,NOP,15,277,0.446,18.9,0.284,0.716,0.571,0.396
30385,2022,4570,Torrey Craig,SF,31,5,NBA,TOT,78,1596,0.454,16,0.469,0.531,0.594,0.329
30386,2022,4570,Torrey Craig,SF,31,5,NBA,IND,51,1034,0.456,15.2,0.509,0.491,0.573,0.333
30387,2022,4570,Torrey Craig,SF,31,5,NBA,PHO,27,562,0.45,17.2,0.4,0.6,0.641,0.323
30388,2022,4676,Trae Young,PG,23,4,NBA,ATL,76,2652,0.46,17,0.605,0.395,0.512,0.382
30389,2022,5011,Trayvon Palmer,SG,27,1,NBA,DET,1,17,0,4,1,0,0,0
30390,2022,4887,Tre Jones,PG,22,2,NBA,SAS,69,1148,0.49,9.7,0.85,0.15,0.542,0.196
30391,2022,5012,Tre Mann,PG,20,1,NBA,OKC,60,1367,0.393,16.7,0.537,0.463,0.421,0.36
30392,2022,5013,Tre Scott,SF,25,1,NBA,CLE,2,11,0.5,8.2,0.833,0.167,0.6,0
30393,2022,4793,Tremont Waters,PG,24,3,NBA,TOT,3,50,0.286,22.7,0.357,0.643,0.4,0.222
30394,2022,4793,Tremont Waters,PG,24,3,NBA,TOR,2,42,0.25,25.2,0.25,0.75,0.333,0.222
30395,2022,4793,Tremont Waters,PG,24,3,NBA,WAS,1,8,0.5,7.6,1,0,0.5,0
30396,2022,5014,Trendon Watford,SF,21,1,NBA,POR,48,869,0.532,8,0.858,0.142,0.581,0.237
30397,2022,4888,Trent Forrest,PG,23,2,NBA,UTA,60,765,0.49,8.8,0.826,0.174,0.555,0.185
30398,2022,5015,Trevelin Queen,SG,24,1,NBA,HOU,10,74,0.455,19.6,0.273,0.727,0.667,0.375
30399,2022,3563,Trevor Ariza,SF,36,18,NBA,LAL,24,462,0.333,19.3,0.253,0.747,0.52,0.27
30400,2022,4214,Trey Burke,PG,29,9,NBA,DAL,42,441,0.391,17,0.619,0.381,0.436,0.317
30401,2022,4369,Trey Lyles,PF,26,7,NBA,TOT,75,1537,0.466,12.8,0.628,0.372,0.552,0.321
30402,2022,4369,Trey Lyles,PF,26,7,NBA,DET,51,990,0.456,13.2,0.62,0.38,0.55,0.301
30403,2022,4369,Trey Lyles,PF,26,7,NBA,SAC,24,547,0.489,11.8,0.646,0.354,0.557,0.365
30404,2022,5016,Trey Murphy III,SF,21,1,NBA,NOP,62,864,0.394,18.5,0.329,0.671,0.418,0.382
30405,2022,4058,Tristan Thompson,PF,30,11,NBA,TOT,57,897,0.528,4.3,0.989,0.011,0.53,0.333
30406,2022,4058,Tristan Thompson,PF,30,11,NBA,SAC,30,455,0.503,3.9,0.993,0.007,0.5,1
30407,2022,4058,Tristan Thompson,PF,30,11,NBA,IND,4,66,0.542,4.9,1,0,0.542,0
30408,2022,4058,Tristan Thompson,PF,30,11,NBA,CHI,23,376,0.565,4.8,0.978,0.022,0.578,0
30409,2022,4678,Troy Brown Jr.,SF,22,4,NBA,CHI,66,1055,0.419,15,0.484,0.516,0.488,0.353
30410,2022,4794,Ty Jerome,SG,24,3,NBA,OKC,48,801,0.378,18.3,0.433,0.567,0.493,0.29
30411,2022,4795,Tyler Cook,PF,24,3,NBA,CHI,20,200,0.605,2.2,1,0,0.605,0
30412,2022,5017,Tyler Hall,SG,24,1,NBA,NYK,1,2,0,0,0,0,0,0
30413,2022,4796,Tyler Herro,SG,22,3,NBA,MIA,66,2151,0.447,16,0.609,0.391,0.477,0.399
30414,2022,4297,Tyler Johnson,PG,29,8,NBA,TOT,6,91,0.3,22.2,0.35,0.65,0.143,0.385
30415,2022,4297,Tyler Johnson,PG,29,8,NBA,PHI,3,38,0.4,23.6,0.3,0.7,0.333,0.429
30416,2022,4297,Tyler Johnson,PG,29,8,NBA,SAS,3,53,0.2,20.8,0.4,0.6,0,0.333
30417,2022,4891,Tyrell Terry,PG,21,2,NBA,MEM,2,3,1,15.2,1,0,1,0
30418,2022,4892,Tyrese Haliburton,SG-PG,21,2,NBA,TOT,77,2695,0.473,16.7,0.572,0.428,0.517,0.414
30419,2022,4892,Tyrese Haliburton,SG,21,2,NBA,SAC,51,1757,0.457,16.8,0.57,0.43,0.491,0.413
30420,2022,4892,Tyrese Haliburton,PG,21,2,NBA,IND,26,938,0.502,16.6,0.576,0.424,0.565,0.416
30421,2022,4893,Tyrese Maxey,PG,21,2,NBA,PHI,75,2650,0.485,12.9,0.689,0.311,0.512,0.427
30422,2022,4575,Tyrone Wallace,SG,27,4,NBA,NOP,6,75,0.35,13,0.6,0.4,0.417,0.25
30423,2022,4370,Tyus Jones,PG,25,7,NBA,MEM,73,1549,0.451,15.2,0.629,0.371,0.487,0.39
30424,2022,4894,Udoka Azubuike,C,22,2,NBA,UTA,17,195,0.755,2.8,1,0,0.755,0
30425,2022,3491,Udonis Haslem,C,41,19,NBA,MIA,13,83,0.452,9.4,0.871,0.129,0.481,0.25
30426,2022,5018,Usman Garuba,PF,19,1,NBA,HOU,24,239,0.432,12.6,0.545,0.455,0.583,0.25
30427,2022,4895,Vernon Carey Jr.,C,20,2,NBA,TOT,7,44,0.538,8.2,1,0,0.538,0
30428,2022,4895,Vernon Carey Jr.,C,20,2,NBA,CHO,4,17,0.5,7.6,1,0,0.5,0
30429,2022,4895,Vernon Carey Jr.,C,20,2,NBA,WAS,3,27,0.571,8.6,1,0,0.571,0
30430,2022,4217,Victor Oladipo,SG,29,9,NBA,MIA,8,173,0.479,16.9,0.507,0.493,0.541,0.417
30431,2022,5019,Vit Krejci,SG,21,1,NBA,OKC,30,690,0.407,17.5,0.413,0.587,0.522,0.327
30432,2022,4799,Vlatko Čančar,PF,24,3,NBA,DEN,15,176,0.561,10.6,0.707,0.293,0.552,0.583
30433,2022,3913,Wayne Ellington,SG,34,13,NBA,LAL,43,810,0.414,23.4,0.11,0.89,0.615,0.389
30434,2022,4459,Wayne Selden,SG,27,4,NBA,NYK,3,19,0.25,15.9,0.5,0.5,0,0.5
30435,2022,4682,Wendell Carter Jr.,C,22,4,NBA,ORL,62,1852,0.525,12.1,0.687,0.313,0.615,0.327
30436,2022,4800,Wenyen Gabriel,PF,24,3,NBA,TOT,26,358,0.491,8.5,0.745,0.255,0.561,0.286
30437,2022,4800,Wenyen Gabriel,PF,24,3,NBA,BRK,1,1,0,0,0,0,0,0
30438,2022,4800,Wenyen Gabriel,PF,24,3,NBA,LAC,6,46,0.385,11.2,0.615,0.385,0.375,0.4
30439,2022,4800,Wenyen Gabriel,PF,24,3,NBA,LAL,19,311,0.505,8.1,0.763,0.237,0.581,0.261
30440,2022,4578,Wesley Iwundu,SF,27,5,NBA,ATL,3,82,0.444,12.3,0.722,0.278,0.385,0.6
30441,2022,3914,Wesley Matthews,SG,35,13,NBA,MIL,49,1002,0.395,19.1,0.286,0.714,0.54,0.338
30442,2022,4140,Will Barton,SG,31,10,NBA,DEN,71,2277,0.438,16,0.52,0.48,0.504,0.365
30443,2022,4371,Willie Cauley-Stein,C,28,7,NBA,TOT,20,183,0.457,5.3,0.943,0.057,0.455,0.5
30444,2022,4371,Willie Cauley-Stein,C,28,7,NBA,DAL,18,177,0.457,5.3,0.943,0.057,0.455,0.5
30445,2022,4371,Willie Cauley-Stein,C,28,7,NBA,PHI,2,6,0,0,0,0,0,0
30446,2022,4460,Willy Her0ngómez,C,27,6,NBA,NOP,50,839,0.52,4.2,0.963,0.037,0.527,0.333
30447,2022,5020,Xavier Moon,SG,27,1,NBA,LAC,10,137,0.49,16.4,0.725,0.275,0.541,0.357
30448,2022,5021,Xavier Sneed,SF,24,1,NBA,TOT,9,39,0.2,20.9,0.2,0.8,0.5,0.125
30449,2022,5021,Xavier Sneed,SF,24,1,NBA,MEM,2,8,0,24.3,0,1,0,0
30450,2022,5021,Xavier Sneed,SF,24,1,NBA,UTA,7,31,0.25,20.1,0.25,0.75,0.5,0.167
30451,2022,4897,Xavier Tillman Sr.,PF,23,2,NBA,MEM,53,701,0.454,9.6,0.773,0.227,0.527,0.204
30452,2022,4684,Yuta Wata0be,SF,27,4,NBA,TOR,38,445,0.406,17.2,0.428,0.572,0.492,0.342
30453,2022,5022,Yves Pons,SF,22,1,NBA,MEM,12,71,0.313,15,0.438,0.563,0.286,0.333
30454,2022,4580,Zach Collins,PF,24,4,NBA,SAS,28,502,0.49,11,0.735,0.265,0.544,0.341
30455,2022,4299,Zach LaVine,SF,26,8,NBA,CHI,67,2328,0.476,15.2,0.599,0.401,0.534,0.389
30456,2022,5023,Zavier Simpson,PG,24,1,NBA,OKC,4,174,0.365,9.1,0.846,0.154,0.409,0.125
30457,2022,4898,Zeke N0ji,PF,21,2,NBA,DEN,41,698,0.516,13.1,0.57,0.43,0.557,0.463
30458,2022,5024,Ziaire Williams,SF,20,1,NBA,MEM,62,1346,0.45,17.2,0.429,0.571,0.632,0.314
30459,2022,4804,Zylan Cheatham,SF,26,2,NBA,UTA,1,5,0,17.2,0.333,0.667,0,0
28943,2021,4219,Aaron Gordon,PF,25,7,NBA,TOT,50,1384,0.463,13.5,0.647,0.353,0.533,0.335
28944,2021,4219,Aaron Gordon,PF,25,7,NBA,ORL,25,736,0.437,14.9,0.618,0.382,0.475,0.375
28945,2021,4219,Aaron Gordon,PF,25,7,NBA,DEN,25,648,0.5,11.6,0.689,0.311,0.606,0.266
28946,2021,4582,Aaron Holiday,PG,24,3,NBA,IND,66,1176,0.39,14.5,0.583,0.417,0.406,0.368
28947,2021,4805,Aaron Nesmith,SF,21,1,NBA,BOS,46,669,0.438,17.1,0.393,0.607,0.543,0.37
28948,2021,4463,Abdel 0der,SF,27,4,NBA,PHO,24,355,0.491,11.7,0.629,0.371,0.534,0.419
28949,2021,4687,Adam Mokoka,SG,22,2,NBA,CHI,14,56,0.368,13.7,0.474,0.526,0.667,0.1
28950,2021,3734,Al Horford,C,34,14,NBA,OKC,28,782,0.45,15.2,0.578,0.422,0.51,0.368
28951,2021,3915,Al-Farouq Aminu,PF,30,11,NBA,TOT,23,434,0.384,13.2,0.626,0.374,0.484,0.216
28952,2021,3915,Al-Farouq Aminu,PF,30,11,NBA,ORL,17,367,0.404,12.7,0.652,0.348,0.5,0.226
28953,2021,3915,Al-Farouq Aminu,PF,30,11,NBA,CHI,6,67,0.2,17.2,0.4,0.6,0.25,0.167
28954,2021,3982,Alec Burks,SG,29,10,NBA,NYK,49,1255,0.42,16.8,0.508,0.492,0.425,0.415
28955,2021,4806,Aleksej Pokusevski,PF,19,1,NBA,OKC,45,1090,0.341,17.5,0.493,0.507,0.403,0.28
28956,2021,4689,Alen Smailagić,PF,20,2,NBA,GSW,15,84,0.407,11.9,0.63,0.37,0.412,0.4
28957,2021,4465,Alex Caruso,PG,26,4,NBA,LAL,58,1216,0.436,14.8,0.551,0.449,0.464,0.401
28958,2021,4142,Alex Len,C,27,8,NBA,TOT,64,979,0.615,5.6,0.91,0.09,0.644,0.32
28959,2021,4142,Alex Len,C,27,8,NBA,TOR,7,76,0.5,14.8,0.4,0.6,0.5,0.5
28960,2021,4142,Alex Len,C,27,8,NBA,WAS,57,903,0.619,5.3,0.929,0.071,0.647,0.263
28961,2021,4466,Alfonzo McKinnie,SF,28,4,NBA,LAL,39,258,0.516,13.5,0.581,0.419,0.593,0.41
28962,2021,4583,Alize Johnson,PF,24,3,NBA,BRK,18,189,0.588,6.3,0.912,0.088,0.629,0.167
28963,2021,4807,Amida Brimah,C,26,1,NBA,IND,5,29,0.625,3,1,0,0.625,0
28964,2021,4690,Amir Coffey,SG,23,2,NBA,LAC,44,394,0.437,16.2,0.456,0.544,0.468,0.411
28965,2021,3497,Anderson Varejão,C,38,14,NBA,CLE,5,36,0.25,8.9,0.938,0.063,0.267,0
28966,2021,4064,Andre Drummond,C,27,9,NBA,TOT,46,1242,0.493,3.6,0.986,0.014,0.5,0
28967,2021,4064,Andre Drummond,C,27,9,NBA,CLE,25,722,0.474,3.7,0.979,0.021,0.484,0
28968,2021,4064,Andre Drummond,C,27,9,NBA,LAL,21,520,0.531,3.5,1,0,0.531,0
28969,2021,3500,Andre Iguodala,SF,37,17,NBA,MIA,63,1339,0.383,20.3,0.266,0.734,0.53,0.33
28970,2021,4144,Andre Roberson,SG,29,7,NBA,BRK,5,63,0.143,14.7,0.429,0.571,0.167,0.125
28971,2021,4223,Andrew Wiggins,PF,25,7,NBA,GSW,71,2364,0.477,14.2,0.652,0.348,0.529,0.38
28972,2021,4586,Anfernee Simons,SG,21,3,NBA,POR,64,1104,0.419,20.7,0.297,0.703,0.403,0.426
28973,2021,4066,Anthony Davis,PF,27,9,NBA,LAL,36,1162,0.491,11.7,0.837,0.163,0.536,0.26
28974,2021,4808,Anthony Edwards,SG,19,1,NBA,MIN,72,2314,0.417,14.2,0.571,0.429,0.483,0.329
28975,2021,4809,Anthony Gill,PF,28,1,NBA,WAS,26,218,0.5,12.4,0.6,0.4,0.639,0.292
28976,2021,4810,Anthony Lamb,SF,23,1,NBA,HOU,24,415,0.39,16.5,0.398,0.602,0.489,0.324
28977,2021,3798,Anthony Tolliver,PF,35,13,NBA,PHI,11,99,0.235,23,0.176,0.824,0,0.286
28978,2021,4691,Anžejs Pasečņiks,C,25,2,NBA,WAS,1,6,0,25.2,0,1,0,0
28979,2021,4811,Armoni Brooks,SG,22,1,NBA,HOU,20,520,0.406,22.1,0.182,0.818,0.514,0.382
28980,2021,4068,Aron Baynes,C,34,9,NBA,TOR,53,980,0.441,11.4,0.661,0.339,0.532,0.262
28981,2021,4812,Ashton Hagans,PG,21,1,NBA,MIN,2,4,0,0,0,0,0,0
28982,2021,4069,Austin Rivers,SG,28,9,NBA,TOT,36,845,0.424,17.5,0.392,0.608,0.51,0.369
28983,2021,4069,Austin Rivers,SG,28,9,NBA,NYK,21,442,0.43,17,0.43,0.57,0.517,0.364
28984,2021,4069,Austin Rivers,SG,28,9,NBA,DEN,15,403,0.418,18.1,0.345,0.655,0.5,0.375
28985,2021,3918,Avery Bradley,SG,30,11,NBA,TOT,27,602,0.374,18.2,0.409,0.591,0.443,0.327
28986,2021,3918,Avery Bradley,SG,30,11,NBA,MIA,10,211,0.47,17.8,0.424,0.576,0.536,0.421
28987,2021,3918,Avery Bradley,SG,30,11,NBA,HOU,17,391,0.314,18.5,0.4,0.6,0.381,0.27
28988,2021,4305,Axel Toupane,SF,28,3,NBA,MIL,8,61,0.364,10.3,0.818,0.182,0.333,0.5
28989,2021,4472,Bam Adebayo,C,23,4,NBA,MIA,64,2143,0.57,7.6,0.99,0.01,0.573,0.25
28990,2021,4148,Ben McLemore,SG,27,8,NBA,TOT,53,905,0.37,21.6,0.233,0.767,0.447,0.346
28991,2021,4148,Ben McLemore,SG,27,8,NBA,HOU,32,537,0.357,20.8,0.259,0.741,0.431,0.331
28992,2021,4148,Ben McLemore,SG,27,8,NBA,LAL,21,368,0.39,23,0.191,0.809,0.481,0.368
28993,2021,4474,Ben Simmons,PG,24,4,NBA,PHI,58,1877,0.557,4.3,0.983,0.017,0.562,0.3
28994,2021,3984,Bismack Biyombo,C,28,10,NBA,CHO,66,1349,0.587,2.8,0.996,0.004,0.589,0
28995,2021,3920,Blake Griffin,PF,31,11,NBA,TOT,46,1186,0.423,15.1,0.501,0.499,0.505,0.341
28996,2021,3920,Blake Griffin,PF,31,11,NBA,DET,20,626,0.365,17.3,0.441,0.559,0.429,0.315
28997,2021,3920,Blake Griffin,PF,31,11,NBA,BRK,26,560,0.492,12.5,0.571,0.429,0.574,0.383
28998,2021,4306,Boban Marjanović,C,32,6,NBA,DAL,33,271,0.508,6.3,0.934,0.066,0.535,0.125
28999,2021,4307,Bobby Portis,C,25,6,NBA,MIL,66,1372,0.523,12.4,0.737,0.263,0.542,0.471
29000,2021,4475,Bogdan Bogdanović,SG,28,4,NBA,ATL,44,1305,0.473,18.7,0.411,0.589,0.522,0.438
29001,2021,4224,Bojan Bogdanović,SF,31,7,NBA,UTA,72,2216,0.439,15.4,0.502,0.498,0.487,0.39
29002,2021,4692,Bol Bol,PF,21,2,NBA,DEN,32,160,0.431,16.1,0.586,0.414,0.471,0.375
29003,2021,4591,Brad Wa0maker,PG,31,3,NBA,TOT,61,1053,0.385,12.2,0.716,0.284,0.463,0.188
29004,2021,4591,Brad Wa0maker,PG,31,3,NBA,GSW,39,625,0.353,14,0.647,0.353,0.429,0.213
29005,2021,4591,Brad Wa0maker,PG,31,3,NBA,CHO,22,428,0.429,9.9,0.81,0.19,0.5,0.125
29006,2021,4072,Bradley Beal,SG,27,9,NBA,WAS,60,2147,0.485,13.3,0.73,0.27,0.535,0.349
29007,2021,4693,Brandon Clarke,PF,24,2,NBA,MEM,59,1415,0.517,8,0.844,0.156,0.565,0.26
29008,2021,4592,Brandon Goodwin,PG,25,3,NBA,ATL,47,620,0.377,16.1,0.538,0.462,0.433,0.311
29009,2021,4379,Brandon Ingram,SF,23,5,NBA,NOP,61,2093,0.466,15.9,0.659,0.341,0.51,0.381
29010,2021,4694,Brian Bowen,SF,22,2,NBA,IND,6,15,0.25,16.6,0.75,0.25,0.333,0
29011,2021,4813,Brodric Thomas,SG,24,1,NBA,TOT,32,399,0.361,17.4,0.454,0.546,0.469,0.271
29012,2021,4813,Brodric Thomas,SG,24,1,NBA,HOU,4,24,0.286,22.3,0.143,0.857,1,0.167
29013,2021,4813,Brodric Thomas,SG,24,1,NBA,CLE,28,375,0.366,17.1,0.475,0.525,0.458,0.283
29014,2021,3801,Brook Lopez,C,32,13,NBA,MIL,70,1902,0.503,14.2,0.561,0.439,0.632,0.338
29015,2021,4594,Bruce Brown,PG,24,3,NBA,BRK,65,1451,0.556,6.4,0.861,0.139,0.599,0.288
29016,2021,4225,Bruno Caboclo,PF,25,7,NBA,HOU,6,36,0.471,9.6,0.706,0.294,0.667,0
29017,2021,4695,Bruno Fer0ndo,C,22,2,NBA,ATL,33,226,0.409,4.5,0.955,0.045,0.429,0
29018,2021,4381,Bryn Forbes,SG,27,5,NBA,MIL,70,1354,0.473,21,0.355,0.645,0.511,0.452
29019,2021,4382,Buddy Hield,SG,28,5,NBA,SAC,71,2433,0.406,21.2,0.273,0.727,0.446,0.391
29020,2021,4696,Caleb Martin,SF,25,2,NBA,CHO,53,818,0.375,16,0.512,0.488,0.496,0.248
29021,2021,4697,Cam Reddish,SF,21,2,NBA,ATL,26,750,0.365,15.1,0.521,0.479,0.46,0.262
29022,2021,4698,Cameron Johnson,PF,24,2,NBA,PHO,60,1437,0.42,19.5,0.306,0.694,0.581,0.349
29023,2021,4814,Cameron Oliver,SF,24,1,NBA,HOU,4,87,0.576,12.6,0.606,0.394,0.75,0.308
29024,2021,4311,Cameron Payne,PG,26,6,NBA,PHO,60,1079,0.484,15.1,0.58,0.42,0.515,0.44
29025,2021,4595,Cameron Reynolds,SF,25,2,NBA,TOT,5,40,0.333,18.7,0.333,0.667,0.5,0.25
29026,2021,4595,Cameron Reynolds,SF,25,2,NBA,SAS,3,6,0.5,8.5,1,0,0.5,0
29027,2021,4595,Cameron Reynolds,SF,25,2,NBA,HOU,2,34,0.313,20,0.25,0.75,0.5,0.25
29028,2021,4383,Caris LeVert,SG,26,5,NBA,TOT,47,1486,0.441,13.4,0.683,0.317,0.495,0.326
29029,2021,4383,Caris LeVert,SG,26,5,NBA,BRK,12,334,0.435,13.2,0.685,0.315,0.474,0.349
29030,2021,4383,Caris LeVert,SG,26,5,NBA,IND,35,1152,0.443,13.5,0.682,0.318,0.501,0.318
29031,2021,3435,Carmelo Anthony,PF,36,18,NBA,POR,69,1690,0.421,18.1,0.582,0.418,0.429,0.409
29032,2021,4699,Carsen Edwards,SG,22,2,NBA,BOS,31,276,0.423,17.7,0.432,0.568,0.604,0.286
29033,2021,4815,Cassius Stanley,SG,21,1,NBA,IND,24,93,0.302,10.4,0.698,0.302,0.333,0.231
29034,2021,4816,Cassius Winston,PG,22,1,NBA,WAS,22,98,0.424,19.6,0.485,0.515,0.375,0.471
29035,2021,4479,Cedi Osman,SF,25,4,NBA,CLE,59,1510,0.374,16.3,0.447,0.553,0.458,0.306
29036,2021,4596,Chandler Hutchison,SF,24,3,NBA,TOT,25,346,0.379,9.4,0.786,0.214,0.383,0.364
29037,2021,4596,Chandler Hutchison,SF,24,3,NBA,CHI,7,64,0.278,7.8,0.833,0.167,0.267,0.333
29038,2021,4596,Chandler Hutchison,SF,24,3,NBA,WAS,18,282,0.4,9.8,0.776,0.224,0.409,0.368
