"season","team","abbreviation","playoffs","w","l","mov","o_rtg","d_rtg","n_rtg","pace","f_tr","ts_percent","e_fg_percent","tov_percent","orb_percent","ft_fga","opp_e_fg_percent","opp_tov_percent","opp_drb_percent","opp_ft_fga","championship","conference"
"2016                                              ",Atlanta Hawks                                     ,ATL       ,TRUE,48.00000,34.00000,3.61000,105.10000,101.40000,3.70000,97.10000,0.23700,0.55200,0.51600,13.80000,19.10000,0.18500,0.48000,14.40000,74.60000,0.19400,FALSE,EAST
"2016                                              ",Boston Celtics                                    ,BOS       ,TRUE,48.00000,34.00000,3.21000,106.80000,103.60000,3.20000,98.50000,0.26400,0.53100,0.48800,12.10000,25.10000,0.20800,0.48700,14.60000,74.60000,0.23100,FALSE,EAST
"2016                                              ",Brooklyn Nets                                     ,BRK       ,FALSE,21.00000,61.00000,-7.35000,103.20000,110.90000,-7.70000,95.20000,0.24600,0.52700,0.49200,13.60000,24.10000,0.18600,0.53400,13.10000,75.70000,0.17600,FALSE,EAST
"2016                                              ",Chicago Bulls                                     ,CHI       ,FALSE,42.00000,40.00000,-1.48000,105.00000,106.50000,-1.50000,95.70000,0.24000,0.52600,0.48700,12.60000,24.50000,0.18900,0.48500,10.70000,74.90000,0.18200,FALSE,EAST
"2016                                              ",Charlotte Hornets                                 ,CHO       ,TRUE,48.00000,34.00000,2.72000,107.10000,104.30000,2.80000,95.70000,0.28000,0.54500,0.50200,11.70000,20.00000,0.22200,0.49600,12.50000,79.80000,0.19100,FALSE,EAST
"2016                                              ",Cleveland Cavaliers                               ,CLE       ,TRUE,57.00000,25.00000,6.00000,110.90000,104.50000,6.40000,93.30000,0.25900,0.55800,0.52400,12.70000,25.10000,0.19400,0.49600,12.60000,78.50000,0.20500,FALSE,EAST
"2016                                              ",Dallas Mavericks                                  ,DAL       ,TRUE,42.00000,40.00000,-0.30000,106.70000,107.00000,-0.30000,94.30000,0.26500,0.54400,0.50200,12.00000,20.60000,0.21100,0.50400,12.80000,76.20000,0.19800,FALSE,WEST
"2016                                              ",Denver Nuggets                                    ,DEN       ,FALSE,33.00000,49.00000,-3.10000,105.60000,108.90000,-3.30000,95.70000,0.28200,0.53100,0.48900,13.20000,25.80000,0.21600,0.51500,12.60000,77.30000,0.21600,FALSE,WEST
"2016                                              ",Detroit Pistons                                   ,DET       ,TRUE,44.00000,38.00000,0.61000,106.10000,105.50000,0.60000,95.10000,0.29600,0.52200,0.49100,12.20000,27.00000,0.19700,0.50400,12.50000,79.30000,0.19600,FALSE,EAST
"2016                                              ",Golden State Warriors                             ,GSW       ,TRUE,73.00000,9.00000,10.76000,114.50000,103.80000,10.70000,99.30000,0.25000,0.59300,0.56300,13.50000,23.50000,0.19100,0.47900,12.60000,76.00000,0.20800,TRUE,WEST
"2016                                              ",Houston Rockets                                   ,HOU       ,TRUE,41.00000,41.00000,0.20000,108.30000,108.10000,0.20000,97.60000,0.35200,0.55300,0.51600,14.20000,25.70000,0.24400,0.51600,14.70000,72.80000,0.21900,FALSE,WEST
"2016                                              ",Indiana Pacers                                    ,IND       ,TRUE,45.00000,37.00000,1.71000,104.60000,102.90000,1.70000,96.60000,0.26800,0.53600,0.49700,13.50000,23.40000,0.20500,0.48900,14.30000,76.00000,0.20500,FALSE,EAST
"2016                                              ",Los Angeles Clippers                              ,LAC       ,TRUE,53.00000,29.00000,4.28000,108.30000,103.80000,4.50000,95.80000,0.31800,0.55600,0.52400,12.10000,20.10000,0.22000,0.48000,13.80000,73.80000,0.22200,FALSE,WEST
"2016                                              ",Los Angeles Lakers                                ,LAL       ,FALSE,17.00000,65.00000,-9.56000,101.60000,111.60000,-10.00000,95.60000,0.29200,0.50900,0.46000,12.50000,23.10000,0.22800,0.52300,11.60000,74.70000,0.20200,FALSE,WEST
"2016                                              ",Memphis Grizzlies                                 ,MEM       ,TRUE,42.00000,40.00000,-2.24000,105.40000,107.80000,-2.40000,93.30000,0.29500,0.52400,0.47700,12.30000,25.30000,0.23100,0.51800,15.20000,75.10000,0.25100,FALSE,WEST
"2016                                              ",Miami Heat                                        ,MIA       ,TRUE,48.00000,34.00000,1.65000,106.10000,104.40000,1.70000,93.60000,0.28200,0.54500,0.50800,13.30000,23.80000,0.21000,0.48500,12.10000,77.80000,0.19600,FALSE,EAST
"2016                                              ",Milwaukee Bucks                                   ,MIL       ,FALSE,33.00000,49.00000,-4.18000,104.30000,108.70000,-4.40000,94.20000,0.27600,0.53700,0.49900,14.20000,24.90000,0.20700,0.51000,14.20000,73.10000,0.22100,FALSE,EAST
"2016                                              ",Minnesota Timberwolves                            ,MIN       ,FALSE,29.00000,53.00000,-3.54000,106.50000,110.10000,-3.60000,95.20000,0.33200,0.54900,0.49800,13.90000,24.30000,0.26300,0.52400,13.60000,74.70000,0.20000,FALSE,WEST
"2004                                              ",New York Knicks                                   ,NYK       ,TRUE,39.00000,43.00000,-1.48000,101.70000,103.30000,-1.60000,89.50000,0.26600,0.51800,0.47400,15.10000,28.00000,0.21100,0.46100,13.20000,72.80000,0.25900,FALSE,EAST
"2004                                              ",Orlando Magic                                     ,ORL       ,FALSE,21.00000,61.00000,-7.02000,102.70000,110.40000,-7.70000,90.80000,0.29600,0.50400,0.46100,12.80000,28.10000,0.21800,0.50200,12.70000,68.70000,0.21400,FALSE,EAST
"2004                                              ",Philadelphia 76ers                                ,PHI       ,FALSE,33.00000,49.00000,-2.49000,99.10000,101.90000,-2.80000,88.00000,0.32100,0.50500,0.45600,15.50000,28.20000,0.24200,0.46700,14.70000,70.70000,0.23100,FALSE,EAST
"2016                                              ",New Orleans Pelicans                              ,NOP       ,FALSE,30.00000,52.00000,-3.79000,105.60000,109.50000,-3.90000,96.80000,0.25900,0.53700,0.49800,12.30000,21.20000,0.20100,0.52300,12.70000,78.80000,0.22500,FALSE,WEST
"2016                                              ",New York Knicks                                   ,NYK       ,FALSE,32.00000,50.00000,-2.73000,104.60000,107.60000,-3.00000,93.40000,0.25500,0.52700,0.48300,12.60000,23.70000,0.20500,0.48700,10.50000,75.80000,0.20400,FALSE,EAST
"2016                                              ",Oklahoma City Thunder                             ,OKC       ,TRUE,55.00000,27.00000,7.28000,113.10000,105.60000,7.50000,96.70000,0.29200,0.56500,0.52400,14.00000,31.10000,0.22800,0.48400,11.70000,76.00000,0.20500,FALSE,WEST
"2016                                              ",Philadelphia 76ers                                ,PHI       ,FALSE,10.00000,72.00000,-10.23000,98.80000,109.20000,-10.40000,97.90000,0.26900,0.51900,0.48700,14.80000,20.60000,0.18600,0.51000,13.50000,74.00000,0.24000,FALSE,EAST
"2016                                              ",Phoenix Suns                                      ,PHO       ,FALSE,23.00000,59.00000,-6.66000,102.20000,109.00000,-6.80000,98.50000,0.27100,0.52600,0.48700,15.20000,25.40000,0.20400,0.52300,13.50000,77.10000,0.23700,FALSE,WEST
"2016                                              ",Portland Trail Blazers                            ,POR       ,TRUE,44.00000,38.00000,0.83000,108.80000,108.00000,0.80000,96.00000,0.26800,0.54800,0.51100,13.20000,25.90000,0.20200,0.50300,12.10000,76.20000,0.22500,FALSE,WEST
"2016                                              ",Sacramento Kings                                  ,SAC       ,FALSE,33.00000,49.00000,-2.48000,106.00000,108.40000,-2.40000,100.00000,0.29500,0.54600,0.51000,14.20000,23.90000,0.21400,0.52100,14.00000,74.90000,0.20200,FALSE,WEST
"2016                                              ",San Antonio Spurs                                 ,SAS       ,TRUE,67.00000,15.00000,10.63000,110.30000,99.00000,11.30000,93.80000,0.24600,0.56400,0.52600,12.40000,23.00000,0.19700,0.47700,14.10000,79.10000,0.18200,FALSE,WEST
"2016                                              ",Toronto Raptors                                   ,TOR       ,TRUE,56.00000,26.00000,4.50000,110.00000,105.20000,4.80000,92.90000,0.32800,0.55200,0.50400,12.30000,24.60000,0.25500,0.49800,12.70000,77.70000,0.20100,FALSE,EAST
"2016                                              ",Utah Jazz                                         ,UTA       ,FALSE,40.00000,42.00000,1.79000,105.90000,103.90000,2.00000,91.00000,0.28600,0.54000,0.50100,14.20000,25.90000,0.21300,0.49500,13.50000,77.70000,0.21000,FALSE,WEST
"2016                                              ",Washington Wizards                                ,WAS       ,FALSE,41.00000,41.00000,-0.50000,105.30000,105.80000,-0.50000,98.50000,0.26300,0.54400,0.51100,13.10000,20.60000,0.19200,0.51500,14.60000,77.70000,0.21800,FALSE,EAST
"2015                                              ",Atlanta Hawks                                     ,ATL       ,TRUE,60.00000,22.00000,5.43000,108.90000,103.10000,5.80000,93.90000,0.25900,0.56300,0.52700,13.50000,21.40000,0.20100,0.49200,14.90000,73.40000,0.18500,FALSE,EAST
"2015                                              ",Boston Celtics                                    ,BOS       ,TRUE,40.00000,42.00000,0.16000,104.70000,104.50000,0.20000,95.80000,0.23300,0.52300,0.48900,12.50000,24.70000,0.17600,0.49400,13.70000,75.00000,0.20800,FALSE,EAST
"2015                                              ",Brooklyn Nets                                     ,BRK       ,TRUE,38.00000,44.00000,-2.88000,104.40000,107.40000,-3.00000,92.70000,0.26700,0.52900,0.49100,13.00000,23.90000,0.20000,0.50600,12.90000,73.70000,0.18500,FALSE,EAST
"2015                                              ",Chicago Bulls                                     ,CHI       ,TRUE,50.00000,32.00000,3.00000,107.50000,104.30000,3.20000,92.80000,0.30400,0.53600,0.48900,12.90000,27.00000,0.23800,0.47300,11.30000,74.40000,0.18200,FALSE,EAST
"2015                                              ",Charlotte Hornets                                 ,CHO       ,FALSE,33.00000,49.00000,-3.17000,100.10000,103.50000,-3.40000,93.00000,0.26900,0.49800,0.45600,11.20000,22.10000,0.20200,0.48700,12.00000,79.30000,0.18800,FALSE,EAST
"2015                                              ",Cleveland Cavaliers                               ,CLE       ,TRUE,53.00000,29.00000,4.48000,111.10000,106.30000,4.80000,92.30000,0.28700,0.55700,0.52000,13.40000,26.80000,0.21600,0.50200,12.60000,74.70000,0.17700,FALSE,EAST
"2015                                              ",Dallas Mavericks                                  ,DAL       ,TRUE,50.00000,32.00000,2.90000,109.50000,106.40000,3.10000,95.20000,0.26200,0.55000,0.51500,11.90000,23.60000,0.19700,0.50300,14.70000,72.20000,0.20400,FALSE,WEST
"2015                                              ",Denver Nuggets                                    ,DEN       ,FALSE,30.00000,52.00000,-3.55000,104.50000,108.20000,-3.70000,96.10000,0.27800,0.51800,0.47900,12.70000,26.60000,0.20400,0.50400,13.00000,74.70000,0.23900,FALSE,WEST
"2015                                              ",Detroit Pistons                                   ,DET       ,FALSE,32.00000,50.00000,-1.00000,105.30000,106.40000,-1.10000,92.80000,0.26100,0.51500,0.48200,12.30000,27.70000,0.18400,0.50200,13.20000,75.00000,0.19200,FALSE,EAST
"2015                                              ",Golden State Warriors                             ,GSW       ,TRUE,67.00000,15.00000,10.10000,111.60000,101.40000,10.20000,98.30000,0.23900,0.57100,0.54000,13.10000,24.10000,0.18400,0.47000,14.30000,74.50000,0.21700,TRUE,WEST
"2015                                              ",Houston Rockets                                   ,HOU       ,TRUE,56.00000,26.00000,3.44000,107.00000,103.40000,3.60000,96.50000,0.31200,0.54800,0.51200,15.00000,26.80000,0.22300,0.48600,14.60000,72.90000,0.20800,FALSE,WEST
"2003                                              ",Los Angeles Clippers                              ,LAC       ,FALSE,27.00000,55.00000,-4.12000,102.30000,106.80000,-4.50000,91.30000,0.33500,0.51600,0.46700,14.80000,29.10000,0.25200,0.48100,13.10000,70.20000,0.22200,FALSE,WEST
"2003                                              ",Los Angeles Lakers                                ,LAL       ,TRUE,50.00000,32.00000,2.33000,107.20000,104.70000,2.50000,92.50000,0.31100,0.52800,0.48600,13.30000,30.20000,0.22800,0.47700,13.40000,72.70000,0.24100,FALSE,WEST
"2003                                              ",Memphis Grizzlies                                 ,MEM       ,FALSE,28.00000,54.00000,-3.23000,103.90000,107.30000,-3.40000,92.70000,0.28700,0.52600,0.48700,14.20000,27.00000,0.21200,0.49100,13.40000,68.70000,0.19700,FALSE,WEST
"2015                                              ",Indiana Pacers                                    ,IND       ,FALSE,38.00000,44.00000,0.28000,103.50000,103.20000,0.30000,93.20000,0.26600,0.52300,0.48400,13.10000,24.00000,0.20100,0.47800,12.00000,77.90000,0.21700,FALSE,EAST
"2015                                              ",Los Angeles Clippers                              ,LAC       ,TRUE,56.00000,26.00000,6.59000,112.40000,105.50000,6.90000,94.70000,0.30300,0.56500,0.53300,11.60000,22.80000,0.21500,0.49300,13.20000,75.70000,0.23100,FALSE,WEST
"2015                                              ",Memphis Grizzlies                                 ,MEM       ,TRUE,55.00000,27.00000,3.24000,105.70000,102.20000,3.50000,92.00000,0.27600,0.53100,0.48900,12.60000,24.70000,0.21400,0.49200,14.50000,75.30000,0.18300,FALSE,WEST
"2015                                              ",Miami Heat                                        ,MIA       ,FALSE,37.00000,45.00000,-2.60000,103.90000,106.70000,-2.80000,90.90000,0.30600,0.54000,0.50000,14.50000,23.20000,0.22700,0.50500,14.20000,73.40000,0.21300,FALSE,EAST
"2015                                              ",Milwaukee Bucks                                   ,MIL       ,TRUE,41.00000,41.00000,0.43000,102.70000,102.20000,0.50000,94.10000,0.25800,0.53600,0.49900,15.50000,25.40000,0.19500,0.48700,15.90000,73.30000,0.22100,FALSE,EAST
"2015                                              ",Minnesota Timberwolves                            ,MIN       ,FALSE,16.00000,66.00000,-8.79000,102.90000,112.20000,-9.30000,94.40000,0.30900,0.51700,0.46800,13.70000,26.60000,0.24000,0.53700,13.90000,71.60000,0.18700,FALSE,WEST
"2015                                              ",New Orleans Pelicans                              ,NOP       ,TRUE,45.00000,37.00000,0.79000,108.20000,107.30000,0.90000,91.40000,0.26300,0.53700,0.50100,12.50000,27.10000,0.19800,0.49600,11.70000,75.10000,0.19500,FALSE,WEST
"2015                                              ",New York Knicks                                   ,NYK       ,FALSE,17.00000,65.00000,-9.32000,99.90000,110.00000,-10.10000,91.20000,0.23400,0.50800,0.47000,14.00000,24.50000,0.18000,0.51200,13.30000,73.10000,0.23400,FALSE,EAST
"2015                                              ",Oklahoma City Thunder                             ,OKC       ,FALSE,45.00000,37.00000,2.18000,107.80000,105.50000,2.30000,95.70000,0.28400,0.53200,0.49200,13.10000,28.90000,0.21400,0.48900,12.40000,75.60000,0.21300,FALSE,WEST
"2015                                              ",Orlando Magic                                     ,ORL       ,FALSE,25.00000,57.00000,-5.72000,101.60000,107.70000,-6.10000,93.80000,0.23000,0.52400,0.49400,14.00000,23.10000,0.16800,0.51400,13.60000,76.00000,0.21000,FALSE,EAST
"2015                                              ",Philadelphia 76ers                                ,PHI       ,FALSE,18.00000,64.00000,-8.98000,95.50000,104.80000,-9.30000,95.70000,0.28800,0.49400,0.45900,16.00000,25.50000,0.19500,0.49700,15.20000,73.00000,0.22500,FALSE,EAST
"2015                                              ",Phoenix Suns                                      ,PHO       ,FALSE,39.00000,43.00000,-0.90000,105.30000,106.20000,-0.90000,96.30000,0.25100,0.53700,0.50100,13.70000,24.50000,0.19100,0.49700,14.00000,73.50000,0.22100,FALSE,WEST
"2015                                              ",Portland Trail Blazers                            ,POR       ,TRUE,51.00000,31.00000,4.23000,108.20000,103.70000,4.50000,94.20000,0.22500,0.54400,0.50800,12.60000,24.20000,0.18000,0.47600,11.30000,76.20000,0.18200,FALSE,WEST
"2015                                              ",Sacramento Kings                                  ,SAC       ,FALSE,29.00000,53.00000,-3.71000,105.30000,109.20000,-3.90000,95.40000,0.36300,0.54200,0.49000,14.80000,26.50000,0.27600,0.50700,11.80000,75.20000,0.20000,FALSE,WEST
"2015                                              ",San Antonio Spurs                                 ,SAS       ,TRUE,55.00000,27.00000,6.20000,108.50000,102.00000,6.50000,93.80000,0.25600,0.55500,0.51700,13.10000,23.40000,0.20000,0.48400,13.30000,77.30000,0.19000,FALSE,WEST
"2015                                              ",Toronto Raptors                                   ,TOR       ,TRUE,49.00000,33.00000,3.07000,111.00000,107.70000,3.30000,92.80000,0.29500,0.55300,0.50800,12.00000,25.60000,0.23200,0.50600,13.40000,73.30000,0.20800,FALSE,EAST
"2015                                              ",Utah Jazz                                         ,UTA       ,FALSE,38.00000,44.00000,0.22000,105.10000,104.90000,0.20000,90.40000,0.29700,0.53100,0.49400,14.60000,29.10000,0.21400,0.49100,12.80000,76.30000,0.19900,FALSE,WEST
"2015                                              ",Washington Wizards                                ,WAS       ,TRUE,46.00000,36.00000,0.72000,103.70000,103.00000,0.70000,93.70000,0.25900,0.53400,0.49900,14.00000,24.90000,0.19200,0.48100,12.90000,77.30000,0.21000,FALSE,EAST
"2014                                              ",Atlanta Hawks                                     ,ATL       ,TRUE,38.00000,44.00000,-0.48000,105.90000,106.40000,-0.50000,94.60000,0.26600,0.55400,0.51500,14.30000,21.00000,0.20800,0.51000,14.00000,74.40000,0.19600,FALSE,EAST
"2014                                              ",Boston Celtics                                    ,BOS       ,FALSE,25.00000,57.00000,-4.46000,102.90000,107.70000,-4.80000,93.30000,0.24800,0.51700,0.47700,14.20000,27.40000,0.19300,0.50500,13.40000,74.20000,0.22700,FALSE,EAST
"2014                                              ",Brooklyn Nets                                     ,BRK       ,TRUE,44.00000,38.00000,-1.00000,106.70000,107.70000,-1.00000,91.40000,0.31300,0.55500,0.51400,14.10000,21.70000,0.23600,0.50900,14.90000,72.30000,0.23600,FALSE,EAST
"2014                                              ",Chicago Bulls                                     ,CHI       ,TRUE,48.00000,34.00000,1.85000,102.50000,100.50000,2.00000,90.20000,0.29000,0.51800,0.47100,14.20000,27.20000,0.22600,0.47100,13.70000,75.40000,0.18900,FALSE,EAST
"2014                                              ",Charlotte Hornets                                 ,CHO       ,TRUE,43.00000,39.00000,-0.22000,103.60000,103.80000,-0.20000,92.40000,0.29700,0.52200,0.48100,11.70000,21.90000,0.21900,0.49100,12.60000,77.60000,0.18300,FALSE,EAST
"2014                                              ",Cleveland Cavaliers                               ,CLE       ,FALSE,33.00000,49.00000,-3.29000,104.20000,107.70000,-3.50000,93.10000,0.26800,0.51800,0.47900,13.00000,27.20000,0.20100,0.50800,13.00000,75.80000,0.19900,FALSE,EAST
"2014                                              ",Dallas Mavericks                                  ,DAL       ,TRUE,49.00000,33.00000,2.40000,111.20000,108.70000,2.50000,93.50000,0.25300,0.56400,0.52600,12.70000,24.60000,0.20100,0.51500,14.80000,72.70000,0.22900,FALSE,WEST
"2014                                              ",Denver Nuggets                                    ,DEN       ,FALSE,36.00000,46.00000,-2.15000,106.00000,108.20000,-2.20000,98.10000,0.30600,0.53600,0.49700,14.00000,27.50000,0.22200,0.50000,12.80000,74.50000,0.23300,FALSE,WEST
"2002                                              ",Chicago Bulls                                     ,CHI       ,FALSE,21.00000,61.00000,-8.54000,98.20000,107.60000,-9.40000,90.50000,0.30200,0.49900,0.45600,14.60000,26.60000,0.21800,0.49700,13.70000,71.40000,0.23900,FALSE,EAST
"2014                                              ",Detroit Pistons                                   ,DET       ,FALSE,29.00000,53.00000,-3.66000,105.90000,109.70000,-3.80000,94.90000,0.29600,0.51400,0.48200,12.90000,31.40000,0.19900,0.52000,13.80000,73.40000,0.21800,FALSE,EAST
"2014                                              ",Golden State Warriors                             ,GSW       ,TRUE,51.00000,31.00000,4.80000,107.50000,102.60000,4.90000,96.20000,0.24700,0.55000,0.51700,13.80000,25.10000,0.18600,0.47700,13.60000,76.30000,0.22400,FALSE,WEST
"2014                                              ",Houston Rockets                                   ,HOU       ,TRUE,54.00000,28.00000,4.56000,111.00000,106.30000,4.70000,96.30000,0.38600,0.57100,0.53100,14.60000,27.40000,0.27500,0.48900,12.50000,74.10000,0.19300,FALSE,WEST
"2014                                              ",Indiana Pacers                                    ,IND       ,TRUE,56.00000,26.00000,4.40000,104.10000,99.30000,4.80000,92.50000,0.29000,0.53500,0.49000,14.30000,24.90000,0.22600,0.46000,12.90000,76.80000,0.19700,FALSE,EAST
"2014                                              ",Los Angeles Clippers                              ,LAC       ,TRUE,57.00000,25.00000,6.98000,112.10000,104.80000,7.30000,95.90000,0.35300,0.56700,0.52600,12.70000,25.00000,0.25800,0.48400,13.80000,72.50000,0.22200,FALSE,WEST
"2014                                              ",Los Angeles Lakers                                ,LAL       ,FALSE,27.00000,55.00000,-6.29000,104.20000,110.60000,-6.40000,98.70000,0.26300,0.54200,0.50500,13.70000,20.20000,0.19900,0.51300,12.40000,71.00000,0.19200,FALSE,WEST
"2014                                              ",Memphis Grizzlies                                 ,MEM       ,TRUE,50.00000,32.00000,1.57000,106.30000,104.60000,1.70000,89.90000,0.24800,0.52900,0.49400,13.10000,28.30000,0.18400,0.49700,13.80000,75.70000,0.19900,FALSE,WEST
"2014                                              ",Miami Heat                                        ,MIA       ,TRUE,54.00000,28.00000,4.76000,110.90000,105.80000,5.10000,91.20000,0.30000,0.59000,0.55400,14.60000,20.60000,0.22800,0.51100,15.80000,73.00000,0.21200,FALSE,EAST
"2014                                              ",Milwaukee Bucks                                   ,MIL       ,FALSE,15.00000,67.00000,-8.18000,103.00000,111.80000,-8.80000,91.80000,0.27400,0.51900,0.47900,14.10000,27.10000,0.20400,0.52000,13.20000,71.40000,0.22500,FALSE,EAST
"2014                                              ",Minnesota Timberwolves                            ,MIN       ,FALSE,40.00000,42.00000,2.67000,108.90000,106.20000,2.70000,97.30000,0.32100,0.53500,0.48600,12.20000,27.40000,0.24900,0.51800,14.80000,74.40000,0.17700,FALSE,WEST
"2014                                              ",New Orleans Pelicans                              ,NOP       ,FALSE,34.00000,48.00000,-2.71000,107.20000,110.10000,-2.90000,92.20000,0.28600,0.53700,0.49500,12.90000,26.90000,0.22000,0.51500,13.60000,73.80000,0.24900,FALSE,WEST
"2014                                              ",New York Knicks                                   ,NYK       ,FALSE,37.00000,45.00000,-0.79000,108.30000,109.10000,-0.80000,90.30000,0.24800,0.54100,0.50500,12.50000,25.10000,0.18900,0.51400,14.00000,74.30000,0.24500,FALSE,EAST
"2014                                              ",Oklahoma City Thunder                             ,OKC       ,TRUE,59.00000,23.00000,6.34000,110.50000,103.90000,6.60000,95.40000,0.30300,0.56600,0.52000,14.00000,26.50000,0.24400,0.48800,13.90000,75.60000,0.22100,FALSE,WEST
"2014                                              ",Orlando Magic                                     ,ORL       ,FALSE,23.00000,59.00000,-5.44000,101.70000,107.40000,-5.70000,93.60000,0.25300,0.52500,0.48700,13.90000,22.40000,0.19300,0.50400,13.00000,75.50000,0.21100,FALSE,EAST
"2014                                              ",Philadelphia 76ers                                ,PHI       ,FALSE,19.00000,63.00000,-10.45000,99.40000,109.90000,-10.50000,99.20000,0.26800,0.51000,0.47500,14.80000,24.80000,0.19000,0.52400,14.90000,72.40000,0.24400,FALSE,EAST
"2014                                              ",Phoenix Suns                                      ,PHO       ,FALSE,48.00000,34.00000,2.63000,109.50000,106.70000,2.80000,95.80000,0.29300,0.55800,0.51900,14.00000,26.40000,0.22200,0.49600,13.90000,73.70000,0.23700,FALSE,WEST
"2014                                              ",Portland Trail Blazers                            ,POR       ,TRUE,54.00000,28.00000,3.99000,111.50000,107.40000,4.10000,94.90000,0.27000,0.54800,0.50400,12.40000,28.00000,0.22000,0.48800,11.00000,74.70000,0.19400,FALSE,WEST
"2014                                              ",Sacramento Kings                                  ,SAC       ,FALSE,28.00000,54.00000,-2.90000,105.70000,108.80000,-3.10000,94.40000,0.33100,0.53200,0.48400,13.90000,27.80000,0.25100,0.51200,12.70000,76.60000,0.23400,FALSE,WEST
"2014                                              ",San Antonio Spurs                                 ,SAS       ,TRUE,62.00000,20.00000,7.72000,110.50000,102.40000,8.10000,95.00000,0.24000,0.57100,0.53700,13.50000,22.70000,0.18800,0.48200,12.80000,76.40000,0.18400,TRUE,WEST
"2014                                              ",Toronto Raptors                                   ,TOR       ,TRUE,48.00000,34.00000,3.24000,108.80000,105.30000,3.50000,91.80000,0.30600,0.54500,0.49800,13.20000,27.20000,0.23900,0.49300,14.10000,74.90000,0.23700,FALSE,EAST
"2013                                              ",Boston Celtics                                    ,BOS       ,TRUE,41.00000,40.00000,-0.22000,103.10000,103.30000,-0.20000,91.70000,0.26300,0.54200,0.50300,14.10000,20.10000,0.20400,0.48200,14.20000,73.30000,0.21600,FALSE,EAST
"2013                                              ",Brooklyn Nets                                     ,BRK       ,TRUE,49.00000,33.00000,1.78000,108.20000,106.20000,2.00000,88.80000,0.29900,0.53600,0.49800,14.00000,30.90000,0.21900,0.50300,13.10000,73.70000,0.17400,FALSE,EAST
"2013                                              ",Chicago Bulls                                     ,CHI       ,TRUE,45.00000,37.00000,0.32000,103.50000,103.20000,0.30000,89.30000,0.25900,0.51200,0.47000,13.60000,29.40000,0.20100,0.47700,13.20000,73.60000,0.20600,FALSE,EAST
"2013                                              ",Cleveland Cavaliers                               ,CLE       ,FALSE,24.00000,58.00000,-4.68000,104.30000,109.40000,-5.10000,92.30000,0.26500,0.51400,0.47300,13.00000,28.10000,0.20000,0.52300,14.40000,72.60000,0.22500,FALSE,EAST
"2013                                              ",Dallas Mavericks                                  ,DAL       ,FALSE,41.00000,41.00000,-0.60000,105.90000,106.50000,-0.60000,94.10000,0.24200,0.54400,0.50600,13.00000,21.80000,0.19200,0.49200,13.30000,73.10000,0.22700,FALSE,WEST
"2013                                              ",Denver Nuggets                                    ,DEN       ,TRUE,57.00000,25.00000,5.09000,110.40000,105.10000,5.30000,95.10000,0.30800,0.54900,0.51500,13.60000,31.40000,0.21600,0.49300,14.30000,71.80000,0.19300,FALSE,WEST
"2013                                              ",Detroit Pistons                                   ,DET       ,FALSE,29.00000,53.00000,-3.99000,103.80000,108.10000,-4.30000,90.80000,0.28200,0.52100,0.48700,14.30000,28.30000,0.19700,0.50500,13.10000,73.00000,0.20900,FALSE,EAST
"2013                                              ",Golden State Warriors                             ,GSW       ,TRUE,47.00000,35.00000,0.89000,106.40000,105.50000,0.90000,94.50000,0.25500,0.54500,0.50600,14.00000,25.40000,0.20100,0.48600,12.40000,75.50000,0.21100,FALSE,WEST
"2013                                              ",Houston Rockets                                   ,HOU       ,TRUE,45.00000,37.00000,3.48000,109.70000,106.10000,3.60000,96.10000,0.30800,0.56400,0.52500,14.90000,26.40000,0.23200,0.50200,13.50000,75.20000,0.19600,FALSE,WEST
"2013                                              ",Indiana Pacers                                    ,IND       ,TRUE,49.00000,32.00000,4.02000,104.30000,99.80000,4.50000,90.20000,0.29300,0.52100,0.47900,14.30000,30.30000,0.21900,0.45300,12.90000,74.60000,0.19700,FALSE,EAST
"2002                                              ",Toronto Raptors                                   ,TOR       ,TRUE,42.00000,40.00000,-0.44000,102.60000,103.10000,-0.50000,88.80000,0.25500,0.50100,0.46300,13.60000,31.40000,0.18900,0.47100,14.70000,70.10000,0.23700,FALSE,EAST
"2013                                              ",Los Angeles Clippers                              ,LAC       ,TRUE,56.00000,26.00000,6.45000,110.60000,103.60000,7.00000,91.10000,0.28600,0.55700,0.52600,13.90000,28.80000,0.20300,0.49200,15.40000,73.50000,0.22900,FALSE,WEST
"2013                                              ",Los Angeles Lakers                                ,LAL       ,TRUE,45.00000,37.00000,1.16000,107.80000,106.60000,1.20000,94.40000,0.34500,0.54800,0.51200,13.90000,27.00000,0.23900,0.49600,11.90000,74.30000,0.16300,FALSE,WEST
"2013                                              ",Memphis Grizzlies                                 ,MEM       ,TRUE,56.00000,26.00000,4.15000,104.90000,100.30000,4.60000,88.40000,0.26100,0.51400,0.47200,13.30000,31.00000,0.20200,0.47500,15.20000,74.30000,0.20900,FALSE,WEST
"2013                                              ",Miami Heat                                        ,MIA       ,TRUE,66.00000,16.00000,7.87000,112.30000,103.70000,8.60000,90.70000,0.29700,0.58800,0.55200,13.70000,22.20000,0.22400,0.48700,14.80000,73.00000,0.20000,TRUE,EAST
"2013                                              ",Milwaukee Bucks                                   ,MIL       ,TRUE,38.00000,44.00000,-1.50000,103.60000,105.20000,-1.60000,94.70000,0.23600,0.51000,0.47600,12.70000,27.90000,0.17400,0.49200,14.40000,71.30000,0.20100,FALSE,EAST
